"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Banks boost dividends, buybacks after Fed’s stress test, except for Capital One https://t.co/c5nu6noLPy",FALSE,0,NA,2017-06-29 12:47:41,FALSE,NA,"880407424406093828",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TinaHoman",0,FALSE,FALSE,NA,NA
"2","Woo-hoo! Capital One is a launch partner! (Pst.... I'm hiring for my team; see thread.) https://t.co/Lju2z40mNR",FALSE,0,"libel_vox",2017-06-29 12:38:19,FALSE,"879795358741745664","880405065848193025","818814","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","libel_vox",0,FALSE,FALSE,NA,NA
"3","RT @CapitalOne: It’s here! Now you can see account updates by enabling the Capital One Skill on your new Echo Show and #AskAlexa https://t.…",FALSE,0,NA,2017-06-29 10:39:07,FALSE,NA,"880375068093804546",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","gmbrady",6,TRUE,FALSE,NA,NA
"4","RT @Schuldensuehner: Oops! Fed Stress Test results out. #Subprime lender Capital One was sole bank to stumble in 2017 tests. Must improve r…",FALSE,0,NA,2017-06-29 09:33:33,FALSE,NA,"880358568284770304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vanalich",16,TRUE,FALSE,NA,NA
"5","capital one credit card approval - https://t.co/bDL76zJNhY #ad",FALSE,0,NA,2017-06-29 08:45:41,FALSE,NA,"880346519991463936",NA,"<a href=""http://socialadr.com"" rel=""nofollow"">SocialAdr</a>","Imran4biz",0,FALSE,FALSE,NA,NA
"6","RT @Schuldensuehner: Oops! Fed Stress Test results out. #Subprime lender Capital One was sole bank to stumble in 2017 tests. Must improve r…",FALSE,0,NA,2017-06-29 08:08:58,FALSE,NA,"880337281130741760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KellyAlspals",16,TRUE,FALSE,NA,NA
"7","RT @Schuldensuehner: Oops! Fed Stress Test results out. #Subprime lender Capital One was sole bank to stumble in 2017 tests. Must improve r…",FALSE,0,NA,2017-06-29 07:59:03,FALSE,NA,"880334786044276736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","miroslavpitak",16,TRUE,FALSE,NA,NA
"8","Ad: capital one credit card preapproval - https://t.co/JwE7TGIZe0",FALSE,0,NA,2017-06-29 06:30:07,FALSE,NA,"880312403262660608",NA,"<a href=""http://socialadr.com"" rel=""nofollow"">SocialAdr</a>","vekabubilej",0,FALSE,FALSE,NA,NA
"9","@JTuNar My bank is capital one...my car loan is santander",FALSE,1,"JTuNar",2017-06-29 06:04:55,FALSE,"880305706498482176","880306063903522816","52170686","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShowTime_NA",0,FALSE,FALSE,NA,NA
"10","Banks boost dividends, buybacks after Fed’s stress test, except for Capital One https://t.co/MAJqIFvuF6",FALSE,0,NA,2017-06-29 05:33:05,FALSE,NA,"880298052384309248",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","WardCorbett",0,FALSE,FALSE,NA,NA
"11","RT @AlanSemsar: Look ma I can fly @CapitalOne the Capital One Cafe VIP @CapitalOneCafe bowtie and all #TheShah @ShopCommons @regentcruises…",FALSE,0,NA,2017-06-29 05:32:37,FALSE,NA,"880297933580767232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OldWorldTies",12,TRUE,FALSE,NA,NA
"12","#HouNews Local Man Gets Lengthy Sentence for Capital One Bank Robbery https://t.co/W1CW5WIOKZ",FALSE,0,NA,2017-06-29 04:46:09,FALSE,NA,"880286242918850560",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","CWNEWLIVE",0,FALSE,FALSE,NA,NA
"13","RT @Schuldensuehner: Oops! Fed Stress Test results out. #Subprime lender Capital One was sole bank to stumble in 2017 tests. Must improve r…",FALSE,0,NA,2017-06-29 03:53:45,FALSE,NA,"880273053510496256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MosesZaree",16,TRUE,FALSE,NA,NA
"14","RT @rorol: All 34 big banks pass Fed's tests -- first time no failures Though Capital One had 'weakness' issues:  https://t.co/PQyJpedUON @…",FALSE,0,NA,2017-06-29 03:14:29,FALSE,NA,"880263173382823937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarrieNJ",7,TRUE,FALSE,NA,NA
"15","@CapitalOne Does Capital One 360 have SWIFT code?",FALSE,0,"CapitalOne",2017-06-29 02:51:33,FALSE,NA,"880257401949220868","364477412","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Takif",0,FALSE,FALSE,NA,NA
"16","RT @CapitalOne: It’s here! Now you can see account updates by enabling the Capital One Skill on your new Echo Show and #AskAlexa https://t.…",FALSE,0,NA,2017-06-29 01:54:11,FALSE,NA,"880242962877349888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KenDodelin",6,TRUE,FALSE,NA,NA
